2026-02-15 16:20:40 | INFO     | QuantBot.src.notification.telegram | Telegram 通知已啟用: chat_id=
2026-02-15 16:30:20 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:23 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:23 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:23 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:26 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:26 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:26 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:29 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:29 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:29 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:32 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:32 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:32 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:35 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:35 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:35 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:38 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:38 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:38 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:41 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:41 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:41 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:45 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:45 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:45 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:47 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:47 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:47 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:50 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:50 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:50 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:53 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:53 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:53 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:56 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:56 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:56 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:59 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:59 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:30:59 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:02 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:02 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:02 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:05 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:05 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:05 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:08 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:08 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:08 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:11 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:11 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:11 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:14 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:14 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:14 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:17 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:17 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:17 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:20 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:20 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:20 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:23 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:23 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:23 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:26 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:26 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:26 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:29 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:29 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:29 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:32 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:32 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:32 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:35 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:35 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:35 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:38 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:38 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:38 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:41 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:41 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:41 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:45 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:45 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:45 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:47 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 BTC/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:47 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 ETH/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:47 | WARNING  | QuantBot.src.strategy.arbitrage | 分析 SOL/USDT 時發生錯誤: 'MockExchangeClient' object has no attribute 'fetch_orderbook'
2026-02-15 16:31:49 | INFO     | QuantBot.src.core.bot | 收到停止信號，正在關閉...
2026-02-15 16:31:49 | INFO     | QuantBot.src.core.bot | QuantBot 停止中...
2026-02-15 16:31:49 | INFO     | QuantBot.src.core.bot | QuantBot 已停止
2026-02-15 16:32:01 | INFO     | QuantBot.src.notification.telegram | Telegram 通知已啟用: chat_id=
2026-02-15 16:32:01 | INFO     | QuantBot.__main__ | 正在啟動 QuantBot...
2026-02-15 16:32:01 | INFO     | QuantBot.src.data.simulator | 🎮 市場模擬器初始化: enabled=True
2026-02-15 16:32:01 | INFO     | QuantBot.src.data.fetcher | 🎮 已初始化模擬交易所: ['mexc', 'bitget']
2026-02-15 16:32:01 | INFO     | QuantBot.src.data.fetcher | 🎮 模擬模式啟動
2026-02-15 16:32:01 | INFO     | QuantBot.src.trading.smart_trader | SmartTrader 初始化完成
2026-02-15 16:32:01 | INFO     | QuantBot.src.risk.manager | 風險管理器初始化: 止損2.0%, 止盈1.5%
2026-02-15 16:32:01 | INFO     | QuantBot.src.strategy.arbitrage | 🤖 套利策略初始化: mexc ↔ bitget
2026-02-15 16:32:01 | INFO     | QuantBot.src.core.bot | ✅ 交易所間套利策略已啟用
2026-02-15 16:32:01 | INFO     | QuantBot.src.strategy.spot_futures | 📊 現貨-合約套利策略初始化
2026-02-15 16:32:01 | INFO     | QuantBot.src.core.bot | ✅ 現貨-合約套利策略已啟用
2026-02-15 16:32:01 | INFO     | QuantBot.src.core.bot | 已加載 2 個策略
2026-02-15 16:32:01 | INFO     | QuantBot.src.core.bot | 🌐 Web 控制面板已啟動: http://localhost:5000
2026-02-15 16:32:01 | INFO     | QuantBot.src.core.bot | QuantBot (AI版) 初始化完成
2026-02-15 16:32:01 | INFO     | QuantBot.src.core.bot | ==================================================
2026-02-15 16:32:01 | INFO     | QuantBot.src.core.bot | QuantBot AI 版啟動
2026-02-15 16:32:01 | INFO     | QuantBot.src.core.bot | 🎮 模式: 模擬交易 (測試中)
2026-02-15 16:32:01 | INFO     | QuantBot.src.core.bot | ==================================================
2026-02-15 16:32:01 | INFO     | QuantBot.src.core.bot | ✓ mexc 已連接
2026-02-15 16:32:01 | INFO     | QuantBot.src.core.bot | ✓ bitget 已連接
2026-02-15 16:32:01 | INFO     | QuantBot.src.core.bot | 已設定 3 個排程任務
2026-02-15 16:32:04 | INFO     | QuantBot.src.strategy.arbitrage | 💰 發現套利機會: SOL/USDT, 淨獲利: 2.834%
2026-02-15 16:32:04 | INFO     | QuantBot.src.trading.smart_trader | AI 分析中: SOL/USDT...
2026-02-15 16:32:04 | INFO     | QuantBot.src.data.simulator | 🎮 [模擬] buy 0.10184429884495486 SOL/USDT @ 100.385
2026-02-15 16:32:04 | INFO     | QuantBot.src.trading.smart_trader | 🎮 進場: SOL/USDT @ 100.385
2026-02-15 16:32:07 | INFO     | QuantBot.src.strategy.arbitrage | 💰 發現套利機會: ETH/USDT, 淨獲利: 2.140%
2026-02-15 16:32:07 | INFO     | QuantBot.src.trading.smart_trader | AI 分析中: ETH/USDT...
2026-02-15 16:32:07 | INFO     | QuantBot.src.data.simulator | 🎮 [模擬] buy 0.003339738276601656 ETH/USDT @ 2974.471
2026-02-15 16:32:07 | INFO     | QuantBot.src.trading.smart_trader | 🎮 進場: ETH/USDT @ 2974.471
2026-02-15 16:32:10 | INFO     | QuantBot.src.strategy.arbitrage | 💰 發現套利機會: BTC/USDT, 淨獲利: 1.772%
2026-02-15 16:32:10 | INFO     | QuantBot.src.trading.smart_trader | AI 分析中: BTC/USDT...
2026-02-15 16:32:10 | INFO     | QuantBot.src.data.simulator | 🎮 [模擬] buy 0.00020152057617067872 BTC/USDT @ 49018.0681
2026-02-15 16:32:10 | INFO     | QuantBot.src.trading.smart_trader | 🎮 進場: BTC/USDT @ 49018.0681
2026-02-15 16:32:13 | INFO     | QuantBot.src.strategy.arbitrage | 💰 發現套利機會: BTC/USDT, 淨獲利: 1.798%
2026-02-15 16:32:13 | INFO     | QuantBot.src.trading.smart_trader | AI 分析中: BTC/USDT...
2026-02-15 16:32:13 | INFO     | QuantBot.src.data.simulator | 🎮 [模擬] buy 0.00020344318262894765 BTC/USDT @ 49565.5432
2026-02-15 16:32:13 | INFO     | QuantBot.src.trading.smart_trader | 🎮 進場: BTC/USDT @ 49565.5432
2026-02-15 16:32:16 | INFO     | QuantBot.src.strategy.arbitrage | 💰 發現套利機會: BTC/USDT, 淨獲利: 1.737%
2026-02-15 16:32:16 | INFO     | QuantBot.src.trading.smart_trader | AI 分析中: BTC/USDT...
2026-02-15 16:32:16 | INFO     | QuantBot.src.data.simulator | 🎮 [模擬] buy 0.00020303736528456254 BTC/USDT @ 50691.7742
2026-02-15 16:32:16 | INFO     | QuantBot.src.trading.smart_trader | 🎮 進場: BTC/USDT @ 50691.7742
2026-02-15 16:32:19 | INFO     | QuantBot.src.strategy.arbitrage | 💰 發現套利機會: BTC/USDT, 淨獲利: 2.212%
2026-02-15 16:32:19 | INFO     | QuantBot.src.trading.smart_trader | AI 分析中: BTC/USDT...
2026-02-15 16:32:19 | INFO     | QuantBot.src.data.simulator | 🎮 [模擬] buy 0.0002028983713389616 BTC/USDT @ 50707.6296
2026-02-15 16:32:19 | INFO     | QuantBot.src.trading.smart_trader | 🎮 進場: BTC/USDT @ 50707.6296
2026-02-15 16:32:22 | INFO     | QuantBot.src.strategy.arbitrage | 💰 發現套利機會: ETH/USDT, 淨獲利: 1.208%
2026-02-15 16:32:22 | INFO     | QuantBot.src.trading.smart_trader | AI 分析中: ETH/USDT...
2026-02-15 16:32:22 | INFO     | QuantBot.src.data.simulator | 🎮 [模擬] buy 0.003330100112970298 ETH/USDT @ 3034.4279
2026-02-15 16:32:22 | INFO     | QuantBot.src.trading.smart_trader | 🎮 進場: ETH/USDT @ 3034.4279
2026-02-15 16:32:25 | INFO     | QuantBot.src.strategy.arbitrage | 💰 發現套利機會: BTC/USDT, 淨獲利: 2.443%
2026-02-15 16:32:25 | INFO     | QuantBot.src.trading.smart_trader | AI 分析中: BTC/USDT...
2026-02-15 16:32:25 | INFO     | QuantBot.src.data.simulator | 🎮 [模擬] buy 0.00020303126490046439 BTC/USDT @ 50773.0476
2026-02-15 16:32:25 | INFO     | QuantBot.src.trading.smart_trader | 🎮 進場: BTC/USDT @ 50773.0476
2026-02-15 16:32:28 | INFO     | QuantBot.src.strategy.arbitrage | 💰 發現套利機會: ETH/USDT, 淨獲利: 2.008%
2026-02-15 16:32:28 | INFO     | QuantBot.src.trading.smart_trader | AI 分析中: ETH/USDT...
2026-02-15 16:32:28 | INFO     | QuantBot.src.data.simulator | 🎮 [模擬] buy 0.003398479644406052 ETH/USDT @ 3033.7292
